,CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AveMonthSpend,Age
3646,15064,Erik,Rubio,"4313, rue de Linois",Paris,Seine (Paris),France,75019,1 (11) 500 555-0143,1960-08-03,Bachelors ,Clerical,M,M,1,0,0,3,59239,1,77,59
3647,15065,Alejandro,Gao,Postfach 99 09 00,Berlin,Hessen,Germany,12171,1 (11) 500 555-0128,1970-05-15,High School,Manual,M,S,0,1,1,1,20599,0,66,49
3648,15066,Diana,Munoz,"9, rue de Courtaboeuf",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,1970-03-05,High School,Manual,F,M,1,1,1,1,24754,0,56,50
3649,15067,Dana,Alvarez,"44, rue du Départ",Versailles,Yveline,France,78000,1 (11) 500 555-0149,1970-02-05,High School,Manual,F,S,1,0,2,2,25271,0,54,50
3650,15068,Jessica,Barnes,Am Gallberg 2667,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0123,1970-02-17,Partial College,Manual,F,S,0,1,0,0,13954,0,38,50
3651,15069,Noah,Lal,Krönerweg 26,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0126,1970-03-23,Partial College,Manual,M,S,1,1,0,0,20078,0,58,49
3652,15070,Alfredo,Navarro,"1103, rue Lamarck",Paris,Seine (Paris),France,75019,1 (11) 500 555-0131,1969-04-09,High School,Manual,M,S,1,0,2,2,15712,1,75,50
3653,15071,Krista,Gutierrez,"254, rue de Bas Marin",Lille,Nord,France,59000,1 (11) 500 555-0181,1970-12-17,Bachelors ,Clerical,F,S,1,0,0,0,44355,1,44,49
3654,15072,Whitney,Subram,Attaché de Presse,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0165,1970-07-04,Bachelors ,Clerical,F,S,1,0,0,0,65020,0,49,49
3655,15073,Tasha,Chander,Parise Straße 7551,Berlin,Saarland,Germany,12311,1 (11) 500 555-0141,1970-05-07,Bachelors ,Clerical,F,M,1,0,0,0,51289,0,51,49
3656,15074,Elizabeth,Perry,Postfach 2 77 77,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0193,1920-02-26,Bachelors ,Clerical,F,M,0,2,0,3,32246,0,32,100
3657,15075,Alexa,Kelly,2212 Palmer Rd,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0184,1920-09-15,Bachelors ,Clerical,F,M,0,2,0,3,23727,0,24,99
3658,15076,Sheila,Ramos,Winterfeldtstr 4442,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0116,1969-06-20,Partial College,Manual,F,M,0,1,0,0,16826,0,41,50
3659,15077,Dominique,Lopez,8921 Jill Ave.,York,England,United Kingdom,YO15,1 (11) 500 555-0153,1969-05-16,Bachelors ,Clerical,F,M,1,0,0,0,45956,0,48,50
3660,15078,Jacob,Wilson,6064 Brodia Court,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0124,1969-08-10,Bachelors ,Clerical,M,S,0,0,0,0,68091,1,71,50
3661,15079,Jose,Martin,"56, rue des Grands Champs",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0191,1969-06-04,Bachelors ,Clerical,M,M,1,0,0,0,67163,0,75,50
3662,15080,Evelyn,Chandra,Pappelallee 665,München,Hessen,Germany,80074,1 (11) 500 555-0145,1969-11-09,Graduate Degree,Clerical,F,M,1,0,0,0,53917,0,48,50
3663,15081,Daisy,Munoz,6053 Frisbie Court,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0173,1969-12-20,Graduate Degree,Clerical,F,M,1,0,0,0,63873,0,50,50
3664,15082,Kelvin,Lal,"118, rue Marbeuf",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0150,1969-06-13,Graduate Degree,Clerical,M,M,1,0,0,0,73946,0,78,50
3665,15083,Teresa,Gutierrez,5525 Lisa Lee Lane,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0156,1969-07-05,Graduate Degree,Clerical,F,M,1,0,0,0,60334,0,50,50
3666,15084,Adrienne,Serrano,Winterfeldtstr 2529,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,1969-09-20,Graduate Degree,Clerical,F,S,1,0,0,0,68407,1,44,50
3667,15087,Robin,Sanz,3830 York Dr.,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0194,1969-05-04,Graduate Degree,Skilled Manual,F,S,0,0,0,0,63505,0,47,50
3668,15088,Colleen,Cai,5500 Grammercy Lane,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0159,1969-03-09,Graduate Degree,Skilled Manual,F,S,1,0,0,0,56632,1,43,50
3669,15089,Martin,Prasad,8122 Mink Court,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0123,1969-11-02,Graduate Degree,Skilled Manual,M,M,1,0,0,0,64957,0,80,50
3670,15090,Troy,Mehta,Zur Lindung 1,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0187,1953-06-24,High School,Manual,M,S,1,2,1,2,22584,0,67,66
3671,15091,Jermaine,Madan,Kampstr 989,Essen,Hamburg,Germany,45001,1 (11) 500 555-0195,1968-03-20,Partial College,Manual,M,M,1,0,1,1,23742,0,74,51
3672,15092,Adrian,Morris,Bundesallee 6234,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0146,1954-08-18,Partial College,Professional,M,M,1,1,2,3,127792,1,113,65
3673,15093,Johnny,Moyer,Midi-Couleurs,Paris,Seine (Paris),France,75009,1 (11) 500 555-0111,1944-02-17,High School,Professional,M,M,1,2,1,5,89595,0,84,76
3674,15094,Wendy,Ortega,"5710, rue Villedo",Paris,Seine (Paris),France,75003,1 (11) 500 555-0113,1944-03-19,High School,Professional,F,M,1,2,1,5,84607,0,56,75
3676,15096,Gary,Schare,Kulmer Straße 36,Braunschweig,Nordrhein-Westfalen,Germany,38001,157-555-0100,1945-07-17,Bachelors ,Management,M,M,1,2,0,5,136596,1,84,74
3677,15097,Morgan,Bennett,5283 Rishell Ct.,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0198,1945-04-23,Bachelors ,Management,F,M,1,4,4,4,133704,1,99,74
3678,15098,Diana,Sanz,"198, avenue du Québec",Chatou,Yveline,France,78400,1 (11) 500 555-0178,1946-02-28,Partial College,Professional,F,S,0,2,0,5,101523,0,53,74
3679,15099,Alvin,Ma,"26, rue de l´Esplanade",Croix,Nord,France,59170,1 (11) 500 555-0160,1946-06-09,Partial College,Professional,M,S,1,2,0,5,119536,0,71,73
3680,15101,Shawn,Shan,Berliner Platz 224,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0120,1946-10-17,Bachelors ,Management,M,S,1,1,5,5,176228,1,147,73
3681,15102,Allen,Malhotra,5053 F. Mt Hood Circle,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0180,1946-08-14,Partial College,Professional,M,M,1,4,4,4,156937,0,143,73
3682,15103,Jonathan,Lopez,5950 Coggins Drive,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0110,1953-03-08,Partial College,Professional,M,M,1,2,2,4,127875,0,117,66
3683,15104,Ashley,Thompson,"371, rue des Rosiers",Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0117,1953-02-04,Partial College,Professional,F,M,1,2,2,4,115688,1,76,67
3684,15105,Tina,Rana,Alderweg 9784,Berlin,Saarland,Germany,12171,1 (11) 500 555-0157,1954-10-09,High School,Professional,F,M,1,3,4,4,99885,1,92,65
3685,15106,Shannon,Navarro,2403 Riverwood Circle,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0194,1954-11-07,High School,Professional,M,M,1,4,4,4,165877,1,150,65
3686,15107,Roy,Saunders,"34, route de Marseille",Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0167,1953-07-20,Partial College,Professional,M,M,1,2,2,4,125054,1,110,66
3687,15108,Colleen,Gao,5167 Oakmead,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0124,1953-07-06,Partial College,Professional,F,M,1,2,5,5,139297,0,105,66
3688,15109,Meghan,Carlson,"118, rue Marbeuf",Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,1952-06-10,High School,Professional,F,M,1,2,1,4,101163,0,63,67
3689,15110,Janelle,Prasad,Kampstr 9859,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0125,1952-02-26,Partial College,Professional,F,M,1,4,4,4,98066,0,91,68
3690,15112,Alicia,Luo,"88040, rue Basse-du-Rocher",Paris,Seine (Paris),France,75006,1 (11) 500 555-0149,1951-11-18,High School,Professional,F,M,1,3,1,4,108033,1,61,68
3691,15113,Robert,Smith,Erftplatz 123,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0166,1951-06-04,High School,Professional,M,M,1,2,2,5,121711,1,112,68
3692,15114,Erika,Munoz,Galeriestr 626,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0113,1951-10-27,Partial College,Professional,F,M,1,2,5,5,128081,1,103,68
3693,15115,Christian,Patterson,"33, rue Georges-Clémenceau",Dunkerque,Nord,France,59140,1 (11) 500 555-0196,1950-06-13,High School,Management,M,S,1,3,1,4,127148,0,89,69
3694,15116,Mackenzie,Ramirez,Knaackstr 44,Kassel,Hessen,Germany,34117,1 (11) 500 555-0172,1950-04-26,Partial College,Management,F,M,0,4,4,4,102752,0,88,69
3695,15117,Dana,Dominguez,Carlsplatz 46,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0111,1949-05-14,Partial College,Management,F,M,1,4,4,4,95415,1,89,70
3696,15118,Nelson,Ortega,916 Sandview Dr.,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0113,1949-07-09,High School,Management,M,M,1,4,5,5,161369,0,160,70
3697,15119,Johnny,Tang,1873 Lyon Circle,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0113,1947-10-07,Partial High School,Professional,M,M,1,4,5,5,155066,1,159,72
3698,15120,Erika,Suarez,5160 Mt. Wilson Way,Geelong,Victoria,Australia,3220,1 (11) 500 555-0160,1976-02-17,Bachelors ,Professional,F,M,1,2,0,0,83000,0,56,44
3699,15122,Abby,Raman,6937 E. 42nd Street,Townsville,Queensland,Australia,4810,1 (11) 500 555-0189,1976-12-11,Bachelors ,Professional,F,S,1,3,0,0,78308,0,47,43
3700,15123,Sergio,Lopez,8461 Lodge Drive,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1975-09-26,Bachelors ,Professional,M,S,1,3,0,0,102206,1,74,44
3701,15124,Wendy,Hernandez,4346 Woodchuck Pl.,Seaford,Victoria,Australia,3198,1 (11) 500 555-0159,1974-11-18,Bachelors ,Professional,F,S,1,4,0,0,82175,1,39,45
3702,15125,Cory,Martinez,8981 Stafford Ave,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0180,1975-02-07,Bachelors ,Professional,M,S,0,3,0,0,125273,0,77,45
3703,15126,Manuel,Sanchez,3628 Terra Granda,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0172,1975-02-21,Bachelors ,Professional,M,S,1,3,0,0,133620,0,79,45
3705,15128,Angelica,Barnes,7090 Peabody Road,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0143,1974-05-22,Bachelors ,Professional,F,S,0,4,0,0,92868,0,51,45
3706,15129,Jennifer,Patterson,7572 Easley Drive,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0175,1973-10-06,Bachelors ,Professional,F,M,0,3,0,0,105320,0,52,46
3707,15130,Roger,Ma,616 Willow Court,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0133,1973-09-14,Bachelors ,Professional,M,S,0,3,0,0,128502,1,77,46
3708,15131,Lacey,Sun,2540 Waterview Place,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0159,1972-02-24,Bachelors ,Professional,F,S,1,3,0,0,103996,0,56,48
3709,15132,Jenny,Pal,2672 Viking Drive,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0143,1973-03-22,High School,Management,F,M,1,2,5,5,101513,1,99,46
3710,15134,Meagan,Raman,5640 Icicle Way,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0151,1972-11-21,Bachelors ,Professional,F,S,1,3,0,0,104185,0,49,47
3711,15135,Derek,Kumar,9416 Shadow Falls Drive,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0127,1972-02-15,Bachelors ,Professional,M,S,0,3,0,0,136060,1,76,48
3712,15136,Emma,Johnson,4350 Laguna St,Townsville,Queensland,Australia,4810,1 (11) 500 555-0175,1972-05-02,High School,Management,F,M,0,3,5,5,99112,1,101,47
3713,15137,Luke,Foster,2024 Belle Dr,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0115,1972-08-13,High School,Management,M,M,1,3,5,5,114696,1,160,47
3715,15139,Colin,She,4350 Laguna St,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0196,1971-05-02,Bachelors ,Professional,M,M,0,4,0,0,139250,0,90,48
3716,15140,Diane,Bradley,3086 Indigo Ct,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0139,1971-09-06,Bachelors ,Professional,F,S,0,4,0,0,107506,1,52,48
3717,15141,Sandra,Zheng,6790 Falcon Dr.,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0147,1971-10-22,Bachelors ,Professional,F,S,1,4,0,0,105334,0,51,48
3718,15142,Karl,Nara,9906 Oak Grove Road,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0189,1972-05-12,High School,Management,M,M,1,4,5,5,159182,1,167,47
3719,15143,Kelvin,Wang,3467 Monzeneda Way,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0149,1971-06-17,Bachelors ,Professional,M,M,1,4,0,0,134828,0,82,48
3720,15144,Deanna,Serrano,2763 Pass,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0153,1971-04-04,Bachelors ,Professional,F,S,1,4,0,0,119024,0,56,48
3721,15145,Crystal,Lu,8473 Larkwood Ct.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0199,1971-07-19,Bachelors ,Professional,F,S,1,4,0,0,109235,0,51,48
3722,15146,Adriana,Sara,6358 Parkview Court,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0195,1971-06-12,High School,Management,F,M,1,4,5,5,94731,1,98,48
3723,15147,Clarence,Chen,1310 Mitchelleanjen Ln.,Townsville,Queensland,Australia,4810,1 (11) 500 555-0119,1971-03-16,High School,Management,M,M,1,4,5,5,115806,1,156,48
3724,15148,James,West,846 Springwood Way,Townsville,Queensland,Australia,4810,1 (11) 500 555-0187,1970-07-09,Bachelors ,Professional,M,M,1,4,0,0,112243,0,84,49
3725,15149,Natalie,Morgan,9394 Poor Ridge Court,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0184,1970-08-27,Bachelors ,Professional,F,M,0,4,0,0,118552,0,57,49
3726,15150,Colleen,Shan,1153 Southampton Road,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0142,1970-05-24,High School,Management,F,M,0,4,5,5,137261,1,110,49
3727,15151,Karl,Shen,857 Alum Rock Drive,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0182,1971-12-14,Partial High School,Professional,M,M,1,4,5,5,160070,1,163,48
3728,15152,Meghan,Moreno,8048 Shepberry Court,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,1971-06-15,Partial High School,Professional,F,M,1,4,5,5,130949,1,102,48
3729,15153,Kristen,Li,4752 Willow Creek Ct.,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0113,1971-10-04,Partial High School,Professional,F,M,0,4,5,5,129215,0,103,48
3730,15154,Joe,Hernandez,5012 Bayshore Rd.,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0131,1971-09-07,Partial High School,Management,M,M,1,4,5,5,159894,1,171,48
3731,15155,Jamie,Harrison,7046 Slow Creek Road,Colma,California,United States,94014,200-555-0168,1941-09-08,Graduate Degree,Management,F,M,1,2,0,5,94917,0,49,78
3732,15156,Dylan,Foster,7035 Creekridge Lane,Concord,California,United States,94519,246-555-0114,1941-02-22,Bachelors ,Management,M,M,1,2,0,5,134551,0,75,79
3733,15158,Victoria,Moore,5707 Monte Vista Road,Los Angeles,California,United States,90012,364-555-0124,1941-06-13,Graduate Degree,Management,F,M,1,3,3,3,113940,0,78,78
3734,15159,Eric,Washington,1345 La Luz,Yakima,Washington,United States,98901,874-555-0150,1941-08-15,Graduate Degree,Management,M,M,1,3,3,3,142948,1,121,78
3735,15160,Candace,Van,420 Royal Links Circle,Chula Vista,California,United States,91910,954-555-0133,1942-01-20,Bachelors ,Management,F,M,1,2,0,5,98790,0,44,78
3736,15161,Trinity,James,1868 Alexander Pl,Palo Alto,California,United States,94303,149-555-0196,1942-08-16,Bachelors ,Management,F,S,1,2,0,5,113432,0,48,77
3737,15163,Victoria,Murphy,1013 Buchanan Rd,Yakima,Washington,United States,98901,338-555-0126,1942-07-06,Graduate Degree,Management,F,M,1,3,3,3,107785,1,78,77
3738,15164,Savannah,Collins,96 Citrus Ave.,Mill Valley,California,United States,94941,763-555-0163,1943-11-26,Graduate Degree,Management,F,M,1,3,3,3,101423,0,76,76
3739,15165,Carl,Anand,8743 Roanwood Way,Colma,California,United States,94014,127-555-0124,1943-07-12,Graduate Degree,Management,M,M,1,3,3,3,131784,0,121,76
3740,15166,Nina,Goel,9770 Fraga Court,Concord,California,United States,94519,786-555-0115,1943-09-11,Bachelors ,Management,F,M,1,4,3,3,150797,1,87,76
3741,15167,Sara,Hernandez,5476 Weber Bryan,Edmonds,Washington,United States,98020,118-555-0122,1943-03-24,Bachelors ,Management,F,M,1,4,3,3,141097,0,77,76
3742,15168,Xavier,Bell,7194 Fourth St.,Port Orchard,Washington,United States,98366,696-555-0116,1944-12-07,Bachelors ,Management,M,M,1,2,0,4,108841,0,74,75
3743,15169,Zachary,Miller,6866 Franklin Canyon Rd.,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0161,1953-04-05,Partial College,Skilled Manual,M,M,1,2,0,3,43738,0,68,66
3744,24813,Armando,Schmidt,3495 Virginia Lane,Concord,California,United States,94519,249-555-0138,1966-10-21,Bachelors ,Skilled Manual,M,M,1,1,3,3,116949,1,130,53
3745,15175,Kristi,Malhotra,4605 Springvale Court,Calgary,Alberta,Canada,T2P 2G8,380-555-0148,1973-11-25,Partial College,Professional,F,S,1,2,0,0,76874,1,52,46
3746,15176,Kristi,Ramos,4594 Springer Court,Cliffside,British Columbia,Canada,V8Y 1L1,187-555-0112,1973-03-01,Partial College,Professional,F,M,1,2,0,0,73957,1,51,47
3747,15177,Jorge,Lu,9314 Indianhead Way,Concord,California,United States,94519,117-555-0110,1973-08-19,Partial College,Professional,M,S,0,2,0,0,86143,0,73,46
3748,15178,Drew,Tang,24 Jam Way,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0138,1955-07-19,High School,Skilled Manual,M,M,1,2,0,2,110277,0,81,64
3749,15179,Jay,Rubio,5619 Saddlehill Lane,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0185,1956-01-07,High School,Skilled Manual,M,S,0,2,0,2,76146,1,71,64
3750,15180,Jillian,Suri,8752 Greenway Drive,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0141,1956-01-23,High School,Skilled Manual,F,S,1,2,0,2,69443,0,47,64
3751,15181,Rosa,Huang,8160 Star Tree Court,Perth,South Australia,Australia,6006,1 (11) 500 555-0139,1956-08-06,High School,Skilled Manual,F,S,1,2,0,2,77377,0,53,63
3752,15182,Deanna,Srini,3794 Trees Drive,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0148,1956-08-26,High School,Skilled Manual,F,S,1,2,0,2,73419,0,44,63
3753,15183,Michele,Raji,4169 Deercreek Ln,Findon,South Australia,Australia,5023,1 (11) 500 555-0113,1957-01-20,High School,Professional,F,S,0,2,0,2,83299,0,49,63
3754,15184,Mathew,Hernandez,1454 Hillridge Way,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0184,1958-04-27,Graduate Degree,Management,M,S,1,1,1,1,191656,0,102,61
3755,15185,Jonathan,Evans,2708 Stephanie Way,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0118,1958-08-10,Graduate Degree,Management,M,M,1,1,1,1,179645,0,110,61
3756,15187,Benjamin,Brown,4296 Mountaire Pkwy.,Langford,British Columbia,Canada,V9,228-555-0178,1973-11-03,Bachelors ,Management,M,S,0,1,0,0,126729,1,69,46
3757,15188,Isaac,Watson,2951 Cape Cod Way,Marysville,Washington,United States,98270,149-555-0137,1974-03-10,Partial College,Professional,M,S,1,2,0,0,101495,0,78,45
3758,15189,Kayla,Russell,986 Roundhouse Pl.,Puyallup,Washington,United States,98371,189-555-0189,1974-08-15,Partial College,Professional,F,M,1,2,0,0,81447,0,50,45
3759,15190,Katherine,Watson,7047 Poncho St,Burlingame,California,United States,94010,853-555-0161,1974-08-19,Partial College,Professional,F,S,0,2,0,0,83005,0,50,45
3760,15191,Andres,Kumar,7047 Poncho St,Chula Vista,California,United States,91910,282-555-0167,1974-08-19,High School,Professional,M,S,0,2,0,0,80222,0,68,45
3761,15192,Tasha,Shan,2552 Palm Ave,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0149,1959-10-25,Graduate Degree,Management,F,S,0,3,1,1,149629,1,65,60
3762,15193,Samuel,King,2788 Mt. Tamalpais Place,Colma,California,United States,94014,422-555-0188,1966-03-18,Bachelors ,Management,M,S,1,3,2,2,168281,1,109,53
3763,15194,Erik,Suarez,1157 Chilpancingo Pk.,Colma,California,United States,94014,177-555-0168,1966-11-24,Bachelors ,Management,M,S,0,3,2,2,176574,1,117,53
3764,15195,Edwin,Huang,2815 La Vuelta,Concord,California,United States,94519,158-555-0170,1966-09-07,Bachelors ,Management,M,S,1,3,2,2,145520,1,110,53
3765,15196,Isaiah,Reed,8702 Orchard View Ave,Daly City,California,United States,94015,529-555-0140,1966-06-26,Bachelors ,Management,M,S,1,4,2,2,163569,1,108,53
3766,15197,Elijah,Kumar,3354 Change Circle,Vancouver,British Columbia,Canada,V7L 4J4,587-555-0116,1957-09-19,High School,Professional,M,M,0,2,0,2,92190,0,73,62
3767,15199,Joe,Jordan,5195 Donald Dr,Berkeley,California,United States,94704,795-555-0182,1957-03-11,Partial College,Professional,M,M,1,0,2,3,98438,1,110,62
3768,15200,Mindy,Simpson,8377 St. Raphael Drive,Burlingame,California,United States,94010,689-555-0113,1957-02-10,Partial College,Professional,F,M,1,0,2,3,88704,0,68,63
3769,15201,Miranda,Washington,4698 Pepper Way,Westminster,British Columbia,Canada,V3L 1E7,580-555-0132,1957-03-08,Partial College,Professional,F,S,1,1,0,2,102696,0,47,62
3770,15202,Blake,Bryant,9583 Silverwood Dr.,Fremont,California,United States,94536,149-555-0191,1957-10-26,Partial College,Professional,M,M,1,1,0,2,139382,0,82,62
3771,15203,David,Lewis,6660 Hill Top Rd.,Downey,California,United States,90241,505-555-0183,1957-09-17,Partial College,Professional,M,M,1,1,0,2,109212,0,85,62
3772,15204,Deanna,Gonzalez,6764 Eastgate,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0186,1967-07-22,Bachelors ,Professional,F,M,1,0,4,4,102872,0,95,52
3773,15205,Shawna,Black,3310 Harvey Way,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0145,1967-12-22,Bachelors ,Professional,F,S,1,0,4,4,110080,1,88,52
3774,15206,Maurice,Andersen,4176 Cotton Ct,Perth,South Australia,Australia,6006,1 (11) 500 555-0184,1967-04-12,Bachelors ,Professional,M,M,0,0,4,4,129000,1,149,52
3775,15207,Josue,Diaz,3123 Bonita Ave,Townsville,Queensland,Australia,4810,1 (11) 500 555-0183,1967-12-14,Graduate Degree,Management,M,S,1,0,0,0,140282,1,78,52
3776,15208,Colleen,Luo,3731 Broadmoor Avenue,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0125,1962-10-05,Bachelors ,Professional,F,M,1,1,0,1,100476,0,57,57
3777,15209,Frank,Romero,2441 Talbart St.,Melton,Victoria,Australia,3337,1 (11) 500 555-0143,1962-07-20,Bachelors ,Professional,M,M,1,1,0,1,105404,1,85,57
3778,15210,Kurt,Raje,1870 Holland Circle,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0116,1962-12-26,Bachelors ,Professional,M,S,1,1,0,1,97781,1,77,57
3779,15211,Kenneth,Luo,9343 Seaview Avenue,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0162,1961-03-06,Partial College,Skilled Manual,M,S,0,1,0,1,81679,1,72,59
3780,15212,Marcus,Henderson,5979 La Corte Bonita,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0150,1961-07-14,Bachelors ,Professional,M,M,1,1,0,1,105924,0,84,58
3781,15213,Briana,Martin,1301 Stanbridge Ct,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0180,1961-07-06,Partial College,Skilled Manual,F,M,1,1,0,1,66048,0,54,58
3782,15216,Desiree,Gutierrez,6252 Winding Lane,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0161,1960-06-16,Partial College,Skilled Manual,F,M,1,1,0,1,69383,0,54,59
3783,15217,Ethan,Jai,9846 Pestana Way,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0172,1960-02-19,Partial College,Skilled Manual,M,S,1,1,0,1,91729,1,74,60
3784,15220,Micah,Liu,6247 Aspen Drive,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0156,1964-09-10,Bachelors ,Professional,M,S,0,1,0,0,102926,1,84,55
3785,15221,Troy,Arun,623 Davis Ave.,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0129,1964-03-11,Bachelors ,Professional,M,S,0,1,0,0,116228,1,81,55
3786,15223,Ebony,Martin,8713 Yosemite Ct.,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0162,1964-11-27,Bachelors ,Professional,F,S,1,1,0,0,70350,0,52,55
3787,15224,Pedro,Gutierrez,7652 Mcelroy,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0118,1964-02-09,Bachelors ,Professional,M,S,0,1,0,0,97658,1,78,56
3788,15225,Yolanda,Bhat,2060 Hill Dr,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,1959-12-10,Bachelors ,Professional,F,M,1,1,0,1,110279,0,62,60
3789,15226,Lori,Moreno,792 Myrtle Drive,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0192,1963-11-05,Bachelors ,Professional,F,S,0,2,0,0,86037,0,51,56
3790,15227,Harold,Malhotra,319 Dale Pl.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0171,1963-06-15,Bachelors ,Professional,M,S,1,2,0,0,99555,1,76,56
3791,15228,Jermaine,Raman,7749 Dakota Lane,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0141,1963-11-02,Bachelors ,Professional,M,M,0,2,0,0,95774,1,77,56
3792,15229,Calvin,Rai,8544 Dewing Avenue,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0119,1962-09-01,Partial College,Skilled Manual,M,M,1,1,0,1,87201,1,79,57
3793,15230,Jillian,Vance,4930 Virginia Hills Drive,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0175,1962-12-18,Bachelors ,Professional,F,M,1,2,4,5,89000,1,86,57
3794,15231,Alexia,Barnes,1693 O Avenue,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0178,1962-04-10,Partial College,Skilled Manual,F,M,0,2,4,5,67179,0,77,57
